Tempo (s),Distância Percorrida (m),Comprimento do Passo (m),Ângulo Joelho Esq (°),Ângulo Joelho Dir (°),Comprimento da Passada (m)
2.1855166666666714,61.00305172653368,0.8154699876812147,148.76980063049,126.48417832665068,0.008966491041859736
2.202200000000005,61.82476572472876,0.8217139981950882,152.71309207426825,115.60843064237247,0.015583308892896223
2.218883333333338,62.65299551124078,0.8282297865120191,149.6157862100158,103.9358086460259,0.007696317871704944
2.2355666666666716,63.47502938210421,0.822033870863429,133.66753121814313,91.87046539822079,0.020429014954920412
2.252250000000005,64.27722918625867,0.8021998041544496,131.41187917972232,83.41789732766458,0.004735469083260309
2.2689333333333384,64.78347863122985,0.5062494449711955,127.32966383366698,83.31052270787082,0.011707264990175393
2.2856166666666717,65.10038722314971,0.31690859191986187,109.77885848134248,97.90930114508367,0.031124480907679344
2.302300000000005,65.28251201298353,0.18212478983382574,114.56839134856403,115.33291573282888,0.004951289786827083
2.3189833333333385,65.45652206930541,0.17401005632187203,101.0546765093186,106.59350618349816,0.006075485122728076
2.335666666666672,65.66969121872035,0.2131691494149341,95.70883818721168,109.97221314387987,0.015204720033705214
2.3523500000000053,65.82618317368873,0.1564919549683819,88.43660505715734,86.43760678256105,0.01669339000164305
