Tempo (s),Distância Percorrida (m),Comprimento do Passo (m),Ângulo Joelho Esq (°),Ângulo Joelho Dir (°),Comprimento da Passada (m),Largura
2.252250000000005,56.71056722090361,0.5621572956429983,175.50278835211506,150.18264208947315,0.019660544287328732,0.0771500602305708
2.2689333333333384,57.282656400394686,0.5720891794910696,166.7425788552101,155.6673353794925,0.010538133809722355,0.07852804491078982
2.2856166666666717,57.86825448773518,0.5855980873404938,161.33682434436724,157.77656718888215,0.012218824192429357,0.08039399433288871
2.302300000000005,58.46436488245301,0.5961103947178298,158.06498844560096,156.25724867671852,0.005962263544489831,0.08184243451706735
2.3189833333333385,59.062887071943486,0.598522189490475,178.18593161646777,155.64571810293143,0.004897335937282436,0.0822197177338274
2.335666666666672,59.667404971685045,0.6045178997415576,172.81828110786498,153.81197641012753,0.008180446478439298,0.08307216249680219
2.3523500000000053,60.275547869760885,0.6081428980758413,177.73540263481405,151.8230477141837,0.005271439190593247,0.0835807046085605
2.3690333333333387,60.89063190291409,0.6150840331532004,178.05803558300076,151.61628771314517,0.008994608748149866,0.08454474116388895
2.385716666666672,61.49521325158233,0.6045813486682408,178.94451255777918,144.52635180091767,0.01058160401357892,0.08311610339234914
2.4024000000000054,62.105273823724794,0.6100605721424627,173.16121843967514,144.48657803713232,0.0040972237800108655,0.08387246575851978
2.419083333333339,62.73131425088545,0.6260404271606547,163.72019035401303,142.95232071621047,0.008576272287045902,0.08609450393192057
2.435766666666672,63.36377312432085,0.6324588734354069,168.62271243051345,134.89174418450227,0.006152312186514627,0.0869867380338015
2.4524500000000056,63.98450377407117,0.6207306497503196,153.8189747968512,123.29485270344439,0.00861914706448515,0.08538399730273022
2.469133333333339,64.5836305021432,0.5991267280720167,148.97215942091498,114.09259853732651,0.017389120586588258,0.08242524541444055
2.4858166666666723,65.16578143273645,0.582150930593258,143.8712267846332,104.41915967758327,0.012374503641446684,0.08009408998145916
2.5025000000000057,65.7177644492039,0.5519830164674447,133.47210518634319,104.23796157089149,0.02647008828555492,0.07593068346539372
2.519183333333339,66.25999253667914,0.5422280874752371,139.36931317648123,106.71828893266859,0.010360518574276943,0.07454639456953495
2.5358666666666725,66.76440088671703,0.5044083500378932,131.8034385537295,105.5667866042753,0.03227761702027581,0.06933104510523004
2.552550000000006,67.21672720517296,0.45232631845593657,122.61340486457614,102.78961100595376,0.05317822155300564,0.06215017241414097
2.5692333333333393,67.60515565948708,0.38842845431412787,98.14582949103661,94.21108184654315,0.05284546716713831,0.053345198464256845
2.5859166666666726,67.9032007009139,0.2980450414268158,92.7074193572365,88.48808727719553,0.05433512860462815,0.04097215327075147
2.602600000000006,68.14653495039849,0.24333424948459365,105.22995855051039,81.50556634682663,0.04524793440065143,0.03344505920718134
2.6192833333333394,68.30680757705136,0.16027262665287145,79.93422898847953,72.00590694834739,0.04922578983559551,0.02203952557567412
2.635966666666673,68.40192688612333,0.0951193090719739,90.03420228524845,61.914956199035416,0.03966795730599863,0.013067070655369559
2.652650000000006,68.42283718300918,0.020910296885844126,102.39680610895432,62.37636579666352,0.040720117663828596,0.002876903692847103
2.6693333333333396,68.47025189930561,0.04741471629643107,85.29245957758287,50.73074132974753,0.05519134483362528,0.006352656617685221
2.686016666666673,68.54722444246647,0.07697254316085944,109.0827993245782,54.806863730654705,0.012347450992773608,0.010428751284753618
2.7027000000000063,68.74294661900423,0.19572217653776242,127.14028716358042,64.87756756693175,0.03928049795224863,0.0268321912198556
2.7193833333333397,69.0008792015355,0.2579325825312656,138.6288582956556,74.61470380525704,0.02767913729182637,0.03537045482007383
2.736066666666673,69.36305596624747,0.36217676471197674,141.94112150163338,80.77290680080537,0.008606355377317338,0.04969889959261409
2.7527500000000065,69.82602278629106,0.46296682004359135,146.44474759837843,89.78249543265044,0.03833576674740147,0.06354829163153008
2.76943333333334,70.41232287712887,0.5863000908378143,147.9649225270675,105.02737720772652,0.0154545538529499,0.08055008466197762
2.7861166666666732,71.08764714734441,0.67532427021554,143.72508574600843,124.41127275100641,0.009321637349658934,0.09283562734240319
2.8028000000000066,71.82852888550205,0.7408817381576429,150.8522128568209,147.15147933759016,0.004475225838353401,0.1018580547037546
2.81948333333334,72.62919970884371,0.800670823341658,154.02674506422025,149.37370095234482,0.006940567545570786,0.11006966972717072
2.8361666666666734,73.43894780117617,0.8097480923324611,158.5746979292368,159.16346076214188,0.004219388250684252,0.11128000737470367
2.8528500000000068,74.13715509594493,0.6982072947687691,157.9977852862158,139.3494023921328,0.005579853665878411,0.09585495915522592
2.86953333333334,74.21241575385046,0.07526065790552851,151.6138768573907,145.93582594467554,0.00513685206379282,0.009942190896601632
2.8862166666666735,74.23631070891233,0.02389495506186367,151.1916010233416,155.38148542057485,0.004845732296393526,0.002647891527631231
2.902900000000007,74.2552971646278,0.0189864557154845,158.1022284474973,158.4900307404576,0.004813925750620563,0.0021396384872242047
2.9195833333333403,75.07825007115753,0.8229529065297169,153.93713871577313,179.48835338152918,0.002529086975003927,0.1131033915528635
2.9362666666666737,75.69344455762484,0.6151944864673115,149.48467901764846,157.52634296624515,0.0053351931463394035,0.08453366624587726
2.952950000000007,76.33187961754119,0.6384350599163514,147.06059668483908,127.42609015290715,0.003603900242629007,0.08758972037107048
2.9696333333333405,76.9821245872493,0.6502449697081085,151.6004550379614,122.9895842078352,0.010591562024146276,0.08899946804735673
2.986316666666674,77.06716153832359,0.08503695107428898,144.8646619806759,119.45289238826317,0.008252570759009007,0.011267974621172057
3.003000000000007,77.27607953630172,0.20891799797812816,132.38678943142654,137.43028822350468,0.0018333783230019035,0.028627722040720574
3.0196833333333406,77.74094777626883,0.46486823996710286,132.02984774885144,95.46357421820774,0.01378181689635222,0.06394560482773742
3.036366666666674,78.28158708986092,0.5406393135920949,124.37141652815583,67.1569164731142,0.01053777734946743,0.07438135122916188
